departamento;provincia;distrito;ubigeo;tmean;tmax;tmin;humr;ptot;ano;semana
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.1;9.8;-0.2;87;8.7;2018;14
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.9;9.2;0.4;89.7;4.5;2018;15
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.3;9.4;0.4;81.7;0.5;2018;16
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.8;8.3;0.9;90.8;5.8;2018;17
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4;9.1;0;88.9;1.9;2018;18
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.9;9;0.2;86.8;1;2018;19
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.4;9.3;-2.1;75.7;0.2;2018;20
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.3;8.8;-1.9;79.4;0.3;2018;21
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.2;9.6;-2.9;70.5;0.4;2018;22
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.1;6.7;-1.9;84.7;1.2;2018;23
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.1;6.9;-1.4;83.2;0.1;2018;24
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.2;7.8;-3.4;74.9;0.3;2018;25
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.8;8.4;-2.7;75.1;0.3;2018;26
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3;9.5;-3.5;66.9;0;2018;27
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;1.7;6.4;-2.1;81.3;0.6;2018;28
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;1.2;5.9;-2.5;85.7;4.5;2018;29
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.1;7.6;-3;79;1.8;2018;30
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.1;8.7;-1.5;77.4;1.1;2018;31
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;1.7;7.3;-2.6;86.5;2.2;2018;32
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;1.6;7.3;-3.2;83.4;1.1;2018;33
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2;7.5;-2.9;85.1;3.2;2018;34
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.9;8.4;-1.9;78.4;1.8;2018;35
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.1;9.5;-3;72.4;0.2;2018;36
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.5;9.2;-1.4;81;0.6;2018;37
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.8;10;-2.1;79.4;1.7;2018;38
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.3;9;-1.3;88.3;7.2;2018;39
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.5;9.4;0.6;85.1;4.7;2018;40
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.3;10;-0.5;81.3;5.6;2018;41
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.2;9.9;-1;86.5;10.8;2018;42
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.7;9.5;1.5;89.1;8.4;2018;43
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.8;10;1;88.6;14.4;2018;44
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.7;10.7;1.4;80.9;9.2;2018;45
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;6.1;11.6;1.3;79.5;3.8;2018;46
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;6.1;12.2;0.8;76.4;11.8;2018;47
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.1;11.5;-0.9;69.2;5.1;2018;48
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.7;10.8;-1.9;70.2;0.8;2018;49
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.1;10.2;0.3;78.8;1.7;2018;50
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.6;9.7;1.6;89.3;20.9;2018;51
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.2;10.2;2.3;89.2;8.5;2018;52
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5;9.5;2.4;91.3;5.3;2017;1
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5;9.7;1.7;88.7;17.1;2017;2
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.5;9.1;1.5;90.2;20.3;2017;3
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.5;9.3;1.8;91.9;25.9;2017;4
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.4;10.8;1.7;86.6;7.4;2017;5
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.6;10.5;2;88.7;18.6;2017;6
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.7;9.4;1.2;89.1;20.6;2017;7
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.3;9.1;1.2;91.8;14.2;2017;8
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.9;9.9;2;90.1;24.3;2017;9
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.1;9.6;2.3;90.4;11.3;2017;10
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.7;9.4;1.2;85.8;9.5;2017;11
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.9;9.7;1.6;87.3;6.3;2017;12
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.7;9.4;1.5;90.5;9.2;2017;13
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.2;10.6;1.1;85.6;6.2;2017;14
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.5;9.3;0.8;88.8;2.9;2017;15
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.6;10;0;82.1;3.8;2017;16
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.1;9.3;-0.1;86;3.6;2017;17
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.2;9.1;-0.2;83.2;3.4;2017;18
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.2;9.4;-0.5;83.1;1.9;2017;19
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.9;9.7;-1.8;78.2;0.8;2017;20
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.7;8.3;-0.2;86.8;2.6;2017;21
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3;8.1;-1.1;87.7;0.8;2017;22
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.5;9.1;-1.3;78.6;0.1;2017;23
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.4;10.4;-3.6;70.1;0;2017;24
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4;9.6;-1.5;72.6;0;2017;25
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.7;8.7;-0.3;78.9;1.1;2017;26
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.3;7.5;-2.9;80.7;2.8;2017;27
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.8;8.6;-2.7;74.2;0.8;2017;28
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.9;10.3;-1.7;72.2;0;2017;29
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.8;9.4;-3.1;66.9;0.2;2017;30
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.1;10.8;-2.5;66.2;0.5;2017;31
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.2;11.3;-2.5;54.8;0.2;2017;32
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4;10.6;-1.3;63.9;2;2017;33
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.4;9.7;-2.2;70.1;3.9;2017;34
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.7;8.7;-0.3;79.3;3.6;2017;35
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.8;9.4;-1.3;77.2;4.3;2017;36
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.9;8.8;0;83.9;3.9;2017;37
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.5;9.8;-0.2;81.3;6.8;2017;38
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.5;9.9;0.1;81.2;1;2017;39
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5;11.5;-0.9;69.7;0.5;2017;40
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.1;9.8;-0.6;83.7;10.1;2017;41
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.4;10.5;0.5;89.3;11.6;2017;42
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.8;10.5;0.8;88.1;7.8;2017;43
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.9;11;-0.8;80.8;5.2;2017;44
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.2;10.7;0.6;83.7;4.1;2017;45
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.9;10.6;0.6;85;12.8;2017;46
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.3;11;0.2;79.9;6.4;2017;47
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.4;10.4;1.2;81.9;14.9;2017;48
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.6;10.2;-0.2;82.9;3.8;2017;49
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.5;10.9;0.8;80.8;1.5;2017;50
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.2;10.7;1.6;88.4;9.5;2017;51
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.9;9.8;1.2;84.9;18.5;2017;52
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.5;11.2;0.6;81.7;10.7;2016;1
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.8;11.5;-0.1;71.9;2;2016;2
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;6.3;10.9;2.8;86.4;7.8;2016;3
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.8;11.2;2.2;86.7;19.7;2016;4
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.4;10.1;1.3;85.5;11.8;2016;5
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.8;10.6;2.9;90;19.5;2016;6
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;6.7;11.3;3.7;87.3;15.2;2016;7
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;6.6;11.4;3.2;86.2;24.1;2016;8
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;6.8;11.9;3.2;84.4;4.8;2016;9
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.9;11.1;2.9;87.1;12.4;2016;10
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.8;10.4;2.2;84.2;3.5;2016;11
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;6.5;11.2;3.3;86.6;13.4;2016;12
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.8;10.7;2.5;88.7;9.8;2016;13
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.5;10;2.5;87.6;15.4;2016;14
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.6;9.9;2.2;83.9;3.8;2016;15
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.8;9.9;1.5;89.7;7.8;2016;16
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.1;11.5;-1.8;70.4;0.1;2016;17
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.8;9.2;-1.1;80.8;2.5;2016;18
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.5;9.8;0.1;79;0.1;2016;19
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.4;9.9;-0.7;77;0.5;2016;20
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.8;9.3;-1;81.4;1.3;2016;21
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3;10.6;-5.1;67.5;0.2;2016;22
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.5;9.1;-1.5;79;0;2016;23
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.1;8.5;-1.4;67.1;0;2016;24
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.8;9.1;-3.5;69.9;0.2;2016;25
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.2;7.4;-2.2;79.4;3.2;2016;26
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;1.9;7.1;-3;79;1.6;2016;27
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3;8.9;-2.6;72.6;0.1;2016;28
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3;9.1;-2.8;64.1;0.1;2016;29
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.1;9.2;-2.6;70.1;0;2016;30
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;2.9;9.3;-3.3;69;0.1;2016;31
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.4;8.5;-0.1;80.9;2.2;2016;32
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.1;8.7;-2.1;77.5;1.6;2016;33
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.4;8.5;-0.6;80.4;3.9;2016;34
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.1;9.8;-3;67.6;1;2016;35
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.7;10.1;-1.5;72.5;4.4;2016;36
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.3;10.5;-1.7;72.7;3.4;2016;37
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.6;8.8;-0.1;84.9;23.7;2016;38
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.8;9.1;-0.2;87.6;10.8;2016;39
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.9;10.1;-0.9;83.9;2.6;2016;40
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.9;9.6;-0.9;84.1;3.1;2016;41
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.8;9.3;-1.2;85.3;7.5;2016;42
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;3.8;9.2;-1.5;82.4;2.2;2016;43
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.4;10.2;-1;78.4;4.6;2016;44
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.4;11;-1.7;77.3;8;2016;45
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.5;11;-2.2;71.7;10.1;2016;46
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4;10.6;-2.5;76.4;5.1;2016;47
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.5;9.9;0.6;88.4;9.7;2016;48
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.7;10;0.6;84.2;15.4;2016;49
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;4.9;10.2;0.2;84.1;3.5;2016;50
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5.4;10.7;1.5;86.6;14.4;2016;51
HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;90101;5;10.4;0.3;83.9;13.7;2016;52
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.7;10.3;4.2;87.5;16.7;2024;1
HUANCAVELICA;TAYACAJA;HUANDO;90119;7;12;3.4;83.7;8.9;2024;2
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.9;10.9;4.1;87.7;9.6;2024;3
HUANCAVELICA;TAYACAJA;HUANDO;90119;7.3;11.6;4.2;87.1;8.5;2024;4
HUANCAVELICA;TAYACAJA;HUANDO;90119;7;11.3;4.2;88.3;7.2;2024;5
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.4;11;2.7;86.1;0.7;2024;6
HUANCAVELICA;TAYACAJA;HUANDO;90119;7.2;11.6;4.5;87.3;8.7;2024;7
HUANCAVELICA;TAYACAJA;HUANDO;90119;7.1;12.2;3.2;76.5;3.3;2024;8
HUANCAVELICA;TAYACAJA;HUANDO;90119;6;9.8;3.7;90.7;10.4;2024;9
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.5;10.9;3.8;88.6;14.7;2024;10
HUANCAVELICA;TAYACAJA;HUANDO;90119;7.5;11.8;4.4;83.8;0.4;2024;11
HUANCAVELICA;TAYACAJA;HUANDO;90119;7;11.4;3.8;87;16.4;2024;12
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.3;10.6;3.7;90.1;7.7;2024;13
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.6;10.7;3.7;86.7;4.1;2024;14
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.9;11.4;4;86.8;7.2;2024;15
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.2;11.2;1.6;78.7;0.1;2024;16
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.4;11;2.3;81.2;2;2024;17
HUANCAVELICA;TAYACAJA;HUANDO;90119;6;10.5;2.3;82.4;1.3;2024;18
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.9;11.1;3.5;82;0;2024;19
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.3;10.6;2.9;83.7;7;2024;20
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.9;11.1;1;80.9;1.1;2024;21
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.4;11.3;-0.7;73.1;0.3;2024;22
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.2;10.8;-2.5;68.8;0;2024;23
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.3;10.9;0.1;71.2;0.7;2024;24
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.1;8.8;0.6;82.3;0.2;2024;25
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.2;10.1;-1.9;76.4;0;2024;26
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.6;10.2;-0.6;76.5;0;2024;27
HUANCAVELICA;TAYACAJA;HUANDO;90119;4;11;-2.1;60.6;0;2024;28
HUANCAVELICA;TAYACAJA;HUANDO;90119;3.8;9.8;-1.9;66.7;0;2024;29
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.1;9.9;-0.1;75.2;0.1;2024;30
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.9;10.8;0.3;75;1.5;2024;31
HUANCAVELICA;TAYACAJA;HUANDO;90119;3.6;9.8;-1.6;71.4;4.9;2024;32
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.2;10.2;-0.8;73.2;0.1;2024;33
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.6;11.8;1;70.6;0.1;2024;34
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.4;10.7;1.6;76.1;0.7;2024;35
HUANCAVELICA;TAYACAJA;HUANDO;90119;5;10.7;0.7;77.8;0.4;2024;36
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.4;11.6;-0.1;69.5;0.3;2024;37
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.9;10.7;2.5;81.3;8.5;2024;38
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.6;10.8;0.9;78.2;7.5;2024;39
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.5;10.8;1.4;83.7;5;2024;40
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.6;11.3;0.9;77;9;2024;41
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.4;10.7;0.9;85;10.1;2024;42
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.2;11.7;1.3;79.3;41.3;2024;43
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.4;12;2.1;78.8;7.4;2024;44
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.3;11.1;2.2;81.8;19.3;2024;45
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.9;11.1;2.1;85.8;13.3;2024;46
HUANCAVELICA;TAYACAJA;HUANDO;90119;6;10.4;2.5;82.4;16.3;2024;47
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.5;10.7;3.7;87.5;16.2;2024;48
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.8;11.5;2.8;80.6;2.8;2024;49
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.1;11.1;2.8;88.8;10.6;2024;50
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.7;10.3;2.8;88.1;4.6;2024;51
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.6;11.5;2.9;84.8;6.4;2024;52
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.3;10;1.8;85.4;5.6;2023;1
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.5;10.8;1.6;84.4;2.7;2023;2
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.9;9.5;1.8;87.3;5.4;2023;3
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.3;10;2.2;88.2;6.3;2023;4
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.3;9.5;2.7;90.6;14.3;2023;5
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.5;9.9;2.9;89.1;5.3;2023;6
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.8;10.2;3;86.5;11;2023;7
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.5;10.3;2.8;88.8;9;2023;8
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.1;10.8;2.9;84.3;3.6;2023;9
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.9;10;3;88.2;1.6;2023;10
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.2;9.8;2.6;89.6;8.9;2023;11
HUANCAVELICA;TAYACAJA;HUANDO;90119;5;10;1.2;83.3;4;2023;12
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.8;8.6;2.3;90.2;2.3;2023;13
HUANCAVELICA;TAYACAJA;HUANDO;90119;5;10;1.2;84.1;11.9;2023;14
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.1;9.8;1.8;87.3;2.6;2023;15
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.7;11.1;0.7;78.8;0.1;2023;16
HUANCAVELICA;TAYACAJA;HUANDO;90119;5;9.6;0.8;82.1;0.6;2023;17
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.2;9.7;1.3;82.9;4.2;2023;18
HUANCAVELICA;TAYACAJA;HUANDO;90119;3.4;8.2;0;87.7;6.4;2023;19
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.3;10.9;0.2;76.6;1;2023;20
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.4;10.2;-1.1;77.1;1.1;2023;21
HUANCAVELICA;TAYACAJA;HUANDO;90119;3.7;9.5;-1.8;71.7;0;2023;22
HUANCAVELICA;TAYACAJA;HUANDO;90119;3.8;8.9;-0.9;71.9;0.7;2023;23
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.1;9;0;78.8;0;2023;24
HUANCAVELICA;TAYACAJA;HUANDO;90119;3.7;9.9;-2.4;68.8;0;2023;25
HUANCAVELICA;TAYACAJA;HUANDO;90119;3.8;9.5;-1.4;69.9;0.2;2023;26
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.6;12;-3.4;57.9;0;2023;27
HUANCAVELICA;TAYACAJA;HUANDO;90119;5;11.3;-0.9;67;0;2023;28
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.6;10.4;-0.5;71;0.6;2023;29
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.7;11.7;-1.9;59.3;0.3;2023;30
HUANCAVELICA;TAYACAJA;HUANDO;90119;3.7;9.4;-0.9;69.8;0.5;2023;31
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.6;10.2;0.5;77.1;2.5;2023;32
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.3;11.6;-3;69.1;1.4;2023;33
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.9;12.2;-0.4;67.6;0;2023;34
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.8;11.4;1.7;77.7;1.3;2023;35
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.8;10.5;-0.1;79.4;2;2023;36
HUANCAVELICA;TAYACAJA;HUANDO;90119;5;10.3;0.3;76.9;1.1;2023;37
HUANCAVELICA;TAYACAJA;HUANDO;90119;5;9.5;2;86.4;6.1;2023;38
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.2;11.1;2;81.7;0.4;2023;39
HUANCAVELICA;TAYACAJA;HUANDO;90119;7;12.1;3.1;83.5;14.3;2023;40
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.2;10.8;2.4;85.3;7.1;2023;41
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.3;10;2.1;85.6;1.2;2023;42
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.1;11;2.2;81.7;9.2;2023;43
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.7;12.2;1.6;72.3;2.8;2023;44
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.2;10.7;3.2;84.6;3;2023;45
HUANCAVELICA;TAYACAJA;HUANDO;90119;7.1;12.6;3.7;83.2;6.5;2023;46
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.8;11.9;2.7;77.2;4.4;2023;47
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.2;10.6;3.3;89;7.4;2023;48
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.7;11.4;3.6;86.3;6.5;2023;49
HUANCAVELICA;TAYACAJA;HUANDO;90119;7;11.6;4;86.3;22.1;2023;50
HUANCAVELICA;TAYACAJA;HUANDO;90119;7.2;11.7;3.6;84.6;6.1;2023;51
HUANCAVELICA;TAYACAJA;HUANDO;90119;6.6;10.8;3.3;84.8;7.3;2023;52
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.9;11.5;1.8;82;4.6;2022;1
HUANCAVELICA;TAYACAJA;HUANDO;90119;4.9;9.2;1.7;85.8;4.2;2022;2
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.3;10.6;1.8;86.6;16.9;2022;3
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.5;9.8;2.4;86;14.6;2022;4
HUANCAVELICA;TAYACAJA;HUANDO;90119;5;8.9;2.2;88.3;12.9;2022;5
HUANCAVELICA;TAYACAJA;HUANDO;90119;5;9.6;2.2;91.6;22.9;2022;6
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.4;9.9;2.6;87.8;13.2;2022;7
HUANCAVELICA;TAYACAJA;HUANDO;90119;5.5;9.9;2.7;88.9;2.9;2022;8
